name,steps,photos
Gnocchi with creamy sauce,"Here in Argentina we love pasta. I must have made gnocchi at least 20 times the past year (and i have a dough ready right now). My recipe is a little different but to each their own. Here's some tips I've learned:

\- cook potatoes in the oven, dont boil them. If you do they'll absorb too much water and the dough will be impossible to handle.

\- try replacing them with sweet potatoes, beets or pumpkin. One of my fav. is sweet potato gnocchi with a pinch of turmeric to enhance the color and a barely-cooked cherry tomatoes-garlic-olive oil sauce.

\- use a little more flour so they cook more ""al dente"" and not too soft. you should be able to feel the gnocchi with each bite. at least i prefer them that way. i hate it when they're too soft and sticky

\- leave the dough half an hour in the fridge so the moisture spreads evenly and the cold makes it harder. that way it'll be easier to manipulate

\- here, at least, everyone (and i mean everyone) knows this rule for gnocchi, ravioli and other similar pasta: throw the pasta in. once it boils, it'll be around a minute until they surface. once they do, they are ready. to my taste, if i waited another minute or two after they did, they'd be overcooked..... however, this probably has something to do with the fact that we make them a lot smaller than you did.

\- giving them the proper shape is important because it makes them hold the sauce. they should be like... folded on top of themselves with fork markings on the outside. its really easy to do. if you have a wooden mold (we usually do) its even easier and they'll look better. [Something like this.](https://lasrecetasdelchef.net/wp-content/uploads/2018/12/%C3%B1oquis-de-papa.jpg)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
How to make Chocoflan | Impossible cake,"

Video recipe [How to make chocoflan | Impossible cake](https://youtu.be/oOufQorGRIo)

**Ingredients**

For the caramel:

* 160 g sugar (3/4 cup)

For the flan:

* 4 eggs
* 350 ml of milk (1 3/4 cups) -
* 120 g of cream cheese
* 390 g of condensed milk (1 and 1/4 cup) (recipe in video description)
* vanilla

For the cake:

* 1 egg
* 180 g of sugar (1 and 5/8)
* 180 ml of oil (3/4 cup)
* 300 ml of milk (1 and 1/4 cup)
* 270 g flour (1 and 2/3 cup)
* 2 teaspoons of baking powder
* 35 g of pure cocoa (1/3 cup)

**Instructions**

* In a saucepan pour 160 g of sugar, put the fire at temperature medium and let it melt slowly without stirring
* When creating a caramel layer on the bottom, mix to speed up caramelization
* Mix until the sugar is completely dissolved over low heat Important: be careful not to burn, as it would be bitter
* Immediately pour the caramel into the mold
* Whisk 350 ml of milk, 4 eggs, 120 g of cream cheese, 390 g of condensed milk and vanilla.
* Pour the mixture into a mold and cover
* Pour very hot water into an oven safe tray and bake for 50 -60 minutes at 180 ° C
* In a bowl, put 180 g of sugar, 1 egg, 180 ml of oil, 300 ml of milk and mix
* Add 270 g of flour, 35 g of pure cocoa, 2 teaspoons of chemical yeast and mix until you get a dough creamy and homogeneous
* Prick the flan with a toothpick or knife, if it comes out clean, it will be at your point
* Pour the mixture into the mold
* Bake for 25-40 minutes at 180 ° C
* OPTIONAL: You can moisten the cake (with milk mixed with a little sugar) for a juicier result","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Old Fashioned Pancake Recipe,"The simplest recipes are some of the hardest to perfect! A few tips based on your comment:
- Use fresh ingredients. If your baking powder and flour are old and expired youll have subpar results.
- Let the batter rest a bit, not too long. 15-30 minutes at most.
- Pans make a big difference. I like cast iron for heat retention. I would not use a Dutch oven or anything with tall sides for a pancake. With cast iron, never raise the heat over low-med for most cooking. With pancakes, closer to low. The pan retains heat really well and you want the pancake to have time to fully cook while getting a light golden brown versus dark and burnt. Slower is better.
- Use a proper size laddle. One scoop into the pan. With this recipe it will be pretty bubbly so laddle one scoop into the pan and spread it a bit if you need to. Let it sit. Watch the steam rise off of it and the bubbles emerge from the batter as it cooks. Those butter chards are melting and leaving cavities as well. Once the bubbles have emerged across the pancake and the steam is slowing down its time to flip. If the pan temp is right it should be a golden brown. About a third of the time on flip side and its done.
- if you want pancakes like the ones in the picture, dont be afraid to throw more oil in the pan. A tablespoon or two each time you laddle in new pancakes.

Good luck!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Chinese Eggplant with Garlic Sauce,"So we really like this dish at restaurants, but it's super oily (you pretty much fry the eggplants before pouring over the sauce), so I tested this a couple times at home to make it without all the oil and in an IP so it's a tad faster. Recipe below:

### Equipment

* Pressure cooker

### Ingredients

* 2 long Chinese eggplants
* Coarse salt
* ½ lb (220 grams) ground meat (beef, turkey or pork)
* 2 scallions chopped
* 2 slices ginger
* 3 cloves garlic minced
* 2 Thai chillis chopped
* 1 tbsp doubanjiang (broad bean sauce)
* ½ tbsp dark soy sauce
* 1 tbsp light soy sauce
* 1 tbsp dark vinegar
* 1 tbsp sesame oil
* 1 tbsp granulated sugar
* 1 tbsp cornstarch
* 1 cup water
* 1 tbsp vegetable oil

### Instructions

* Slice eggplant into 4 inch/10 cm stalks. Sprinkle with coarse salt and let it sit for 30 minutes. You'll see the eggplant ""sweat."" Pat dry.
* Chop and dice your garlic, scallions, ginger, and Thai chillis. Set aside.
* Make your sauce by mixing the dark and light soy sauces, vinegar, sesame oil, sugar, cornstarch, and water. Mix well.
* Set Instant Pot to Saute. Heat up 1 tbsp of oil. If you are making protein, cook the meat until brown. Add in the garlic, scallions, ginger, and Thai chillis and stir for 1 minute until fragrant.
* Add in 1 tbsp of the broad bean sauce, stir for 1 minute.
* Add in your eggplant and pour in the sauce. Mix until everything is coated evenly.
* Set Instant Pot to High Pressure and cook for 6 minutes. Let Natural Release for 5, and then Quick Release.
* Serve over rice.

Full recipe: [https://www.theflouredcamera.com/2021/02/14/chinese-eggplant-garlic-sauce-instant-pot/](https://www.theflouredcamera.com/2021/02/14/chinese-eggplant-garlic-sauce-instant-pot/)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Venison Chili,"Recipe:
 **Ingredients**

* Red Kidney Beans, 1lb Bag Dried
* Garlic Powder, 1 Tbsp
* Onion Powder, 1 Tbsp
* Creole Seasoning, 2 Tbsp
* Cooking Oil, 3 tsp
* Ground Venison, 3lb
* Sweet Onions, 2 x Large
* Green Bell Pepper, 1 x Large
* Celery, 2 x Sticks Large
* Chopped Carrots, 1/2 Cup
* Chopped Garlic, 2 tbsp
* Rotel, Original 1 x Can 10oz
* Tomato Paste, 2 tbsp
* Diced Tomatoes, 1 x Can 14.5oz
* Tomato Sauce, 5 x Cups
* Bay Leaves, 3 x Large
* Cumin, dried 2 x Tbsp
* Chili Powder, 2 x Tbsp

### Instructions

1. Soak beans overnight in water with 1 tsp Garlic Powder, 1tsp Onion Powder and 1tsp Tony Chacheres Creole Seasoning
2. In 3 tsp cooking oil Brown the ground meat with 2 tbsp Creole Seasoning, until almost cooked through still slightly pink). Drain the fluid and set aside.
3. Chop Onion, Celery and Bell Pepper in Food Processor.
4. Take this and add to dutch oven Pot - cook on medium heat.
5. Add carrots to food processor and chop on high speed to get them as fine as possible. Add to pot.
6. Cook until onions are sweating and translucent.
7. Add garlic and cook a further 2 minutes.
8. Add Tomato Paste and mix together cooking for a further 2 mins.
9. Add Rotel, Diced Tomatoes and Tomato Sauce. Keep cooking on medium.
10. Once bubbling add ground venison back to the pot and mix together.
11. Add beans according to your preference.
12. Add bay leaves, cumin and chili powder, mix together well and turn heat down to idle on low for about 4 hours.
13. Remove bay leaves and serve.

### Notes

Cooking time can vary depending on heat applied. It can be ready quicky, you would have to watch the pot closely though. Check the beans for done-ness.

This recipe is also *PERFECT* for the crockpot!

The dutch oven is not a deal breaker. Any large pot will do.
More Pics and info here: [https://thecaglediaries.com/recipes/dinner-recipes/best-deer-chili-recipe-ever/](https://thecaglediaries.com/recipes/dinner-recipes/best-deer-chili-recipe-ever/)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Wontons with Chilli Oil,"Full recipe can be found [here](https://beesbites.com.au/vegetable-wontons-with-chilli-oil/).

**INGREDIENTS**

* Store bought wonton wrappers (about 60 wrappers)
* 1/4 cabbage head
* 1 carrot
* 3cm ginger
* 2 cups shitake mushrooms (dried or fresh)
* 2 stalks spring onion
* 2 tbsp sesame oil
* 4 tbsp soy sauce
* 2 tbsp rice wine vinegar
* Pepper to taste (Approx. 1/2 teaspoon and preferably white pepper)

**METHOD**

1. Take dumpling wrappers out of the freezer to defrost while you get everything else ready.
1. Finely shred the cabbage and carrot.
1. Finely mince the ginger and mushroom. If using dried shitake mushrooms, you'll have to soak it in water for five minutes before using.
1. Finely slice the spring onion.
1. Add the sesame oil to a wok or pot. Add the ginger, frying for 20 or so seconds till aromatic. Then add the cabbage and mushrooms.
1. Cook till the cabbage and mushroom has softened and till most of the water has cooked out.
1. Add the carrots and spring onion, mixing well.
1. Add the soy sauce, rice wine vinegar and pepper and mix well.
1. Cook for another couple of minutes and then turn the heat off and let the mixture cool.
1. Take one dumpling wrapper at a time, laying it in the palm of your hands and cupping slightly so a well forms in the middle.
1. Place about one tablespoon of the mixture in the middle of the wrapper.
1. Dab half of the wrapper with water and then fold over in half or take one corner and fold into a triangle.
1. Press down on all sides, making sure there are no gaps or holes.
1. Keep going until you've run out of wrappers or filling. You should get 60 wontons from this recipe.
1. To cook the wontons, bring a pot of water to a boil and drop the wontons in. Do it in batches, don't overcrowd the wontons.
1. Boil for about two to three minutes. You'll know it's cooked when the skin starts to look translucent and you can see the filling through the skin.
1. Take them out and serve them fresh with chilli oil and dumpling sauce.
1. Enjoy!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Fluffy Souffle Omelette!,"Below you can find the recipe:

Shoppinglist
2 eggs
13 grams of sugar
Salt
Butter for cooking

þInstructions

1. Get a mixing bowl and seperate the yolk from the egg white (2 eggs).
2. Add a pinch of salt to the egg yolks and mix everything.
3. Whisk the egg whites until you get soft peaks. Use a whisk or a kitchen machine.
4. Add 13 grams of sugar to the egg whites and mix everything.
5. Add the egg yolk to the egg whites. Gently stir everything together.
6. Heat a pan and add butter. When the butter is melted add the mixture to the pan.
7. Fold the souffle egg in to shape.
8. Bake the souffle egg for another 3 to 5 minutes
9. Fluffy Souffle Omelette on Youtube if your interested in the video instructions.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Cheddar Broccoli Soup,"Ingredients:


4 tbsp Unsalted Organic Butter

1 large Onion chopped

3 Cloves Garlic chopped

3 Carrots Peeled &amp; Chopped (small pieces)

1 tsp Cumin

1/4 tsp Sea Salt

3-4 C Broccoli Florets

1/8 tsp Pepper

2 C Water

1.5 C Oat Milk Creamer other non dairy creamers also work

8 oz Cabot Vermont Sharp Cedder Cheese grated

Directions:

1.	` In a 4 quart soup pot melt butter.  Add onion and season with salt.  Sautés until translucent.  Add Carrots and Broccoli.  Sautés for another few minutes (until the broccoli turns bright green).  Add water, cumin and pepper.  Cover and simmer for 10-15 minutes or until the carrots are soft.
2.	Blend in Vitamix and return to pot.
3.	` Add Oat Creamer and Grated Cheese &amp; stir in until smooth to prevent cheese from sticking to the bottom of the pot.  Enjoy! 

[Recipe Link](https://www.eatingworks.com/keto-broccoli-and-cheddar-soup/)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Vanilla Funfetti Cookies (Recipe),"Link: [https://www.sarahfreia.com/blog/gluten-free-vanilla-funfetti-cookies-recipe](https://www.sarahfreia.com/blog/gluten-free-vanilla-funfetti-cookies-recipe)

Ingredients

* 3/4 cup (115g) butter
* 2 tsp vanilla extract
* 1/2 cup (100g) powdered sugar
* 1 cup (200g) granulated sugar
* 2 eggs
* 3 (300g) cups flour
   * *If using gluten-free flour, add 1/2 tsp xanthan gum*
* 1 tsp baking powder
* 1/4 tsp salt
* 1/2 cup rainbow sprinkles

Directions

1. Preheat oven at 350°F (180°C)
2. In a large bowl, cream together **3/4 cup (115g)** **butter**, **1/2 cups (100g)** **powdered sugar**, **1 cup (200g) granulated sugar**, and **2 tsp** **vanilla**.
3. Add **2 eggs**, and mix until well combined
4. Add in **3 cups (300g) flour**, **1/4 tsp salt**, and **1 tsp** **baking powder**
5. Mix together until just combined
6. Add in **1/2 cup rainbow sprinkles** (or more& you make it as multicoloured as you want)
7. Gently stir all of the ingredients together until just blended
8. Line a baking tray with **parchment paper** \- OR - **cooking spray**
9. Take golf ball sized portions of dough, and roll them together between your palms, then evenly space each ball onto baking tray
10. Bake the biscuits in the oven at 350°F (180°C) for 12-13 minutes
11. Take them out, and allow the Funfetti Cookies to cool for a minimum of 15 minutes
12. ***Enjoy!***","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Chicken and Rice Enchilada Skillet,"

**Ingredients:**

2 tbsp  olive oil

2   chicken breasts (boneless, skinless)

1  onion

2 clove  garlic


salt

black pepper



**Directions:**

Dice the onion and chop the garlic and chili pepper. Season the chicken with salt and pepper.


Add the crushed tomatoes and chicken broth. Bring it to a boil.

Add the rice, cover and lower the heat. Cook according to rice directions.

Meanwhile, shred the chicken.

When the rice is cooked, add the beans, corn, and chicken. Stir to combine.

Sprinkle half the cheese on top. Cover and cook until melted. Serve with chopped cilantro, sour cream, and guacamole if desired.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
"Newish to cooking, first time I've tried to spice up meat in this Chicken Shawarma, it was very nice","

## INGREDIENTS

* 1 lb boneless skinless chicken breasts (2 large breasts)
* 1 lb boneless skinless chicken thighs (4 large thighs)
* 6 tbsp extra virgin olive oil divided
* 2 tsp cumin
* 2 tsp paprika
* 1 tsp allspice
* 3/4 tsp turmeric


## Oven Cooking Method

1. Preheat oven to 400 degrees F. Spray the baking sheet with nonstick cooking oil. Place the chicken pieces on the sheet, evenly spaced.
2. Place the chicken in the oven. Let it roast for about 15 minutes until cooked through, turning the chicken pieces once with tongs halfway through cooking.
3. Take chicken out of the oven and let it cool slightly. Use a sharp knife to slice the meat into small, thin shawarma-like pieces.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
7Up Cake,"Or it would send your pancreas into overdrive - 3/4C 7up is ~29g of sugar + 603g of added sugar (1C = 230g)

So if you divide the cake into 8 equal pieces (657g total) &gt; ~82g of sugar per slice

 Or even 16 equal slices &gt; 41g of sugar per slice

I know Im being a Debbie Downer, but Ive had to watch what I eat more closely as I got older.  The days when I could dunk and obliterate a sleeve of Oreos before dinner are long gone.

*** Thank you to the people below who caught my error by not accounting for 3 cups of sugar when I had only one.  Just for fun, lets figure out the fat and carbs -

3 sticks of butter [92g of fat, 243mg of cholesterol per stick]: 276g total fat (174g saturated, 11g trans), 729mg of cholesterol, 2430 calories
5 eggs [4.8g of fat, 186mg of cholesterol &amp; 6.3g of protein per egg]: 24g total fat (8g saturated), 935mg of cholesterol, 31.5g protein, 390 calories
3 cups of AP flour: ~4g fat, 285g of carbs, 39g of protein, 1365 calories
7-up, 3/4 cup: 19g sugar, 19g carbs, 70 calories
Whipping cream, 6oz: 60g of fat (42g saturated), 240mg of cholesterol, 600 calories
Caster sugar, 1/4C: 29g sugar, 30g carbs, 120 calories
3C of cane sugar: 603g sugar, 603g carbs, 2322 calories
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Pecan Cheesecake Brownies,"# Ingredients

**Brownies**

* 1/2 cup granulated sugar
* 3/4 cup all-purpose flour
* 2/3 cup cocoa powder, sifted
* 1/2 cup powdered sugar, sifted
* 1/3 cup dark chocolate chips
* 1/3 cup pecans
* 1/4 tsp sea salt
* 2 eggs
* 1/2 cup extra-virgin olive oil

# Directions

1. In a medium bowl, combine the sugar, flour, cocoa powder, powdered sugar, chocolate chips, toasted pecans, and salt.
2. In a large bowl, whisk together the eggs, olive oil, water, and vanilla.
3. Sprinkle the dry mix over the wet mix and stir until just combined. This will be quite thick.
4. Pour the batter into the prepared pan, reserving ¼ of the mix to add later.

**For the ch","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Bread Jamun with Rabdi,"Here is the recipe video: https://youtu.be/OcULX_KO0Wo

Ingredients:

Bread - 4 slices

Brown sugar - 1 cup

Cashews &amp; Almonds - 1/4 cup chopped

Whole milk - 1 cup

Saffron milk - 2 tsp (optional)


Preparation of this dessert is divided into three parts:
A) Bread balls

B) Sugar syrup

C) Rabdi

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
!offee cookies recipe," Ingredients:

1. Chocolate bar (1 piece)

2. Walnuts (3 oz / 100 g)

3. Flour (8 oz / 250 g)

4. Coffee (1 tsp)

5. Butter (3 oz / 100 g)

6. Egg (1 piece)

7. Sugar (3 tbsp)

8. Baking powder (1.5 tsp)

9. Warm water (2 tbsp)

!ooking method

1. Mix coffee, butter, sugar, egg, flour
2. Breaking chocolate
3. Crush walnuts
4. Mix and knead mixture
5. Forming cookies
6. Baking for 15 minutes at 350° F/ 180°
7. Delicious homemade coffee cookies are ready!

 If youd like to watch me make this cake, you can check it out [here!](https://www.youtube.com/watch?v=ciuFC0o5CQM)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Shrimp Piccata with homemade pasta!,"If you like you can also watch the step-by-step video here [https://youtu.be/wY8GwVvp3Nk](https://youtu.be/wY8GwVvp3Nk)

&amp;#x200B;

Pasta:

&amp;#x200B;

2C AP flour

3 eggs

1/2 onion

 Saute garlic and oil for 1 minute until fragrant and add the shrimp. Cook for 2-3 more minutes.

 Remove from pan and set aside.

Add butter and onion and saute until translucent.

 Add half and half, and kale. Reduce heat to med-low and simmer 3 minutes. Add parmesan, lemon, capers, and adjust salt and pepper.","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Moist &amp; Fluffy Blueberry Muffins,"**Ingredients:**

1/2 cup (100 g) unsalted butter, softened at room temperature

2 tbsp (30 g) flavorless oil (vegetable oil, etc.)

1/2 cup (100 g) granulated gar or granulated white sugar (feel free to double the sugar for sweeter muffins!)

3 eggs, room temperature

2 tbsp lemon juice (about juice of half a lemon)

2 3/4 cups (350 g) all purpose flour

2 1/2 tsp baking powder

1 cup (240 ml) milk, room temperature

4 oz (around 100 g) blueberries + a sprinkle of all purpose flour

**DIRECTIONS:**

1. Grease a muffin pan and line it with 12 muffin paper liners. Preheat the oven to 375 F

2. Combine softened unsalted butter, sugar, vegetable oil and mix until creamy.

3. Mix in egg one at a time. Combine until well incorporated (don't over mix).

4. Add lemon juice and sift in flour and baking powder; add in milk in 3 batches and mix until well incorporated and smooth (don't over mix).

6. Coat blueberries in a sprinkle of flour and set aside

7. Divide the batter evenly into 12 muffin cups, and add in blueberries to each (the muffin cups will be fully filled so that you'll get bakery style muffins with high-dome)

8. Bake at 375F for around 20-23 minutes, or until a toothpick comes out clean. Enjoy!

Link to video instructions [here](https://youtu.be/pkuRiIn6VYo)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Apple Flan,"  Video recipe :[Apple flan](https://youtu.be/c3yF1Ce3xZE)


**Ingredients:**

*  5 eggs
*  750 g apple
*   370 g of condensed milk
*   3 tablespoons of sugar (for the caramel)

  **instructions**

*  Peel and cut into pieces 750 g of apple
*  Put the apples in a saucepan with a little water and cook them for 15 minutes over medium heat.
*  Drain the apples
*  Reserve a few pieces of apple and mash the rest with a fork
*  In a saucepan, pour 3 tablespoons of sugar, put on a medium heat and let it melt slowly, without stirring.
*  When a caramel layer is created at the bottom, mix to speed up caramelization.
*  Pour the caramel into the mold and put the apple pieces that we have reserved
*  Beat 5 eggs
* Add 370 g of condensed milk to the apples and mix
*  Add the beaten eggs and mix
*  Pour the mixture into the mold
*  Put the mold on a tray with water, bake in a water bath at 180 ° C, until the flan is set (approximately 45 to 60 minutes)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Fried Rice with Bak Kwa (Chinese New Year Edition),"**Ingredients List:**

"" 5 Cloves of Garlic

""Half an Onion

"" 1 Carrot

"" 1/8 of a Cabbage

"" 2 Eggs

"" 100g of minced meat

"" Overnight / Leftover Rice

Seasoning :

1. Prepare the vegetables by dicing up the carrot, garlic and onions while shredding the cabbage.
2. Prepare the minced meat by seasoning it with sesame oil, shaoxing rice wine, white pepper and soy sauce.
3. Brown the minced meat and remove from wok.
4. Sauté the vegetables on high heat, starting with the onion and carrots, then the garlic and cabbage 1min later. Remove from wok when slightly softened.
5. Crack 2 eggs into a bowl, adding white pepper and salt.
6. Cook the egg in the wok on medium high heat, stirring frequently to form curds. Add in the leftover rice once the egg in the wok has set.
7. Break up the clumps of rice by pressing down with the spatula.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Rich Chocolate Cake with Ganache Glaze,"INGREDIENTS

Cake
* 1 cup freshly brewed hot coffee


* 1/2 cup Unsweetened natural cocoa powder


* 3/4 cup packed light brown sugar



PREPARATION
1. Preheat the oven to 350°F. Prepare a 10-inch round cake pan by greasing it with cooking spray and then lining the bottom with parchment paper.
2. To make cake, pour the hot coffee into a medium bowl and stir in the cocoa powder until it dissolves. Stir in the brown sugar, followed by the sour cream and the vanilla. Stir thoroughly.
3. Using a mixer, beat the butter and granulated sugar on medium speed until light-yellow and fluffy,Add the eggs and mix for 2 minutes.

","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Poor Man's Kimchi Jjigae/Stew!,"Here is my poor man's version of kimchi jjigae! It's super tasty, filling, and almost embarrassingly quick to make. A perfect trifecta.

I really like tuna in my kimchi jjigae because it's simple to add, and the tuna brine adds a lot of flavour to the broth. If you're not a fan of tuna you can use any meat - add at the beginning with the kimchi and saute for a bit longer and don't forget to season the meat. Also feel free to add more ingredients, like tofu and other veggies. 

Please refer to [my video](https://www.youtube.com/watch?v=M-AJVVXbg7I) for more detailed steps and tips!

Ingredients:

* 1 green onion
* 2 garlic cloves
* 1/2 onion
* 1/2 cup kimchi
* 2 tbsp kimchi brine
* 1 tbsp gochugaru (Korean red pepper powder)
* 1 can of tuna

Steps:

1. Chop green onion and onion. Mince garlic cloves.
2. Heat up a saucepan to medium heat with some oil and saute kimchi and garlic together for 3-5 minutes.
3. Add tuna and onion, and bring it back up to heat while mixing occasionally.
4. Add just enough water to cover everything and add kimchi brine and gochugaru.
5. Bring it up to boil, and let it boil for 5 minutes.
6. Season with salt to your taste if needed. It depends on how salty your kimchi is.
7. Enjoy with rice and banchans (side dishes)!","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Basque Style Burnt Cheesecake!,"Shoppinglist
200 grams of Philadelphia Cream Cheese
70 grams of sugar
1 egg yolk
2 eggs
5 grams of cake flour
115 grams of fresh cream

þInstructions

1. Start with adding 200 grams of Philadelphia Cream Cheese to a mixing bowl.
2. Next add 70 grams of sugar and mix everything until the mixture gets smooth.
3. Then Add 1 egg yolk to the mixture and mix everything.
4. Thereafter add 2 beaten eggs to the mixture.
5. Add 115 grams of creme fraiche to the mixture and mix everything together.
6. Next add 5 grams of cake flour.
7. Preheat the oven to 220 degrees celsius.
8. Put the mixture in a greased 19 cm baking pan.
9. Bake the cake for 20-25 minutes.
10. After baking let the cake cool for 30 minutes. When the cake has cooled, cool the cheese cake overnight.
11. Video instructions on youtube: easy basque style cheesecake","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Orange-Maple Glazed Duck,"**Recipe here originally:** [**Orange-Maple Roast Duck**](https://www.triedandtruerecipe.com/2021/02/14/orange-maple-roast-duck-recipe/)

This is such an easy recipe and I can't believe I waited this long to roast whole ducks! This is now my second time roasting a whole duck and I love it.

# Ingredients:

* 5-6 pound whole pekin duck; giblets and neck removed (As you can see, I didn't detach my neck and just left it in the cavity...but if you have kitchen shears, feel free to remove the neck and use it in stock/gravy)
* Salt, pepper
* 8 clementines, divided
* 3-4 shallots
* 4 star anise pods
* 1/2 cup maple syrup
* 1 teaspoon dijon mustard

&amp;#x200B;

# Method:

* Preheat oven to 350ºF.
* Pat the duck dry and prick all over with a fork, or use a knife to create angled slits along the breast. Cut into the fatty parts around the drumsticks. You just want to make enough slits around the fatty part of the duck skin so that the fat renders out.
* Peel the shallots and quarter. Quarter 4 of the clementines. Stuff the duck with the clementines and shallots and tie the legs together. Season the duck liberally with salt and pepper.
* Line a baking sheet with foil and place a raised rack on the foil. Place the duck on top and transfer to the oven, breast-side up,  for 1 hour.
* Flip the duck and cook, breast-side down, for 1 more hour.
* Remove the duck from the oven. At this point, you can drain off the duck fat and reserve it for another use.
* Roast the duck, breast-side up for 40 minutes more.
* In a saucepan, combine the juice of remaining 4 clementines, maple syrup, 4 star anise pods, and 1 teaspoon dijon mustard. Bring to a boil and whisk until smooth. Reduce heat and simmer for 10 minutes. Turn off the heat.
* Remove the duck from the oven and brush half the glaze over the duck. Return to the oven for 20 more minutes.
* Brush the duck with the remaining glaze and bake for 10 minutes. Turn on the broiler and broil for 4-5 minutes until the skin darkens on top, being careful not to burn the sugars in the glaze.
* Remove from oven and serve! (If you're animals like us, you'll just sit and pick it clean instead of even carving it, lol)","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
Caramel Apple Creme Brulee (eggless recipe),"**Ingredients:**

1. ½ apple
2. Caramel (to taste, \~3tbsp)
3. 100ml coconut milk
4. 100ml soymilk (or any other milk)
5. 25g brown sugar
6. 15g tapioca starch (or any kind of starch)
7. 1tsp cinnamon
8. ¼ tsp agar agar
9. ¼ tsp vanilla extract

**Instructions:** [Demonstration](https://youtu.be/To-FCRgGfUA)

1. Peel apple and slice thinly. Line the bottom of ramekin with apple slice and caramel.
2. Mix coconut milk, soymilk, sugar, tapioca starch, cinnamon, agar agar, vanilla extract, and blend for about 1 minute.
3. Pour mixture in a pot on medium and stir until it thickens up.
4. Pour into your ramekin over your apple. Cool in the fridge for about 1hr.
5. Hot spoon method: In a hot pot use about 3 tbsp sugar and 1tsp water. Give it one swirl and do not agitate pot again. Let the sugar melt and turn brown. Pour this over crème brulee to get a thin coat
6. Enjoy =
","[""https://plus.unsplash.com/premium_photo-1673439307…ufDB8fHx8fA%3D%3D&auto=format&fit=crop&w=774&q=80""]"
